"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"mmu04610"	"Complement and coagulation cascades"	"10/68"	"88/6987"	9.55164651704753e-09	1.57602167531284e-06	1.57602167531284e-06	"Serpine1/Fga/Kng1/Fgg/Fgb/Serpina1e/Serpina1c/Plg/F2/F2r"	10
