Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
HFD14_1	92.0	110.0	124.5	114.5	120.5	153.5	194.0	201.5	192.5	205.0	212.0	235.5	298.5	334.0	384.0	466.0	551.0	753.5	1078.0	1529.0	2381.0	3676.5	5484.5	8384.5	12401.5	17771.0	24753.5	33609.0	42819.0	55649.5	71427.0	84864.5	100655.5	122673.5	142110.5	161430.0	187139.0	211543.0	227014.5	240858.5	255593.5	264778.5	275170.5	291457.0	313683.5	339367.5	360434.0	380274.5	401972.0	416055.0	424503.0	435978.5	449054.5	456843.0	458745.5	455084.5	440351.0	415052.0	389113.0	361910.5	320131.5	270691.5	227991.0	184895.5	145375.0	115163.0	90317.5	71104.0	55932.0	43304.5	33567.5	27244.5	23559.5	20464.0	17429.0	14992.5	13084.0	11391.0	9468.5	7985.0	6930.5	5875.0	4757.0	3742.0	2874.5	2018.0	1318.5	759.5	354.0	161.5	74.5	27.5	14.5	5.5	3.5	2.5	2.0	6.0	8.5	25.0	67.0
HFD14_2	106.0	103.5	108.0	106.0	120.5	149.5	169.0	191.0	222.5	251.5	286.0	335.5	388.5	461.0	560.5	684.0	887.5	1150.5	1478.5	2029.0	3149.0	4674.5	6716.5	9941.0	14178.5	19879.5	27205.5	36447.5	45822.5	58244.0	73978.5	87903.5	103525.5	126068.5	147304.0	166521.5	191383.0	214722.0	228860.0	242782.5	257887.5	266270.5	275934.0	292341.0	313758.0	338877.0	359798.5	378816.5	399857.5	413982.0	422690.5	433975.5	445575.5	452857.0	454210.0	448359.0	432934.0	408023.5	383709.0	356860.5	315158.0	267010.5	224892.0	183207.0	145009.5	115274.0	90722.5	71886.5	56791.5	44124.5	34213.0	27735.0	23884.5	20632.5	17674.0	15452.0	13368.5	11435.0	9597.0	7984.5	6938.5	5929.0	4965.0	3971.5	2966.0	2089.0	1346.0	825.0	415.0	200.5	107.5	53.5	35.0	28.5	23.0	22.5	21.0	28.5	54.5	124.0	334.0
HFD16_1	44.0	52.5	52.0	46.0	54.5	78.0	94.5	99.0	110.0	118.0	164.0	211.0	259.5	326.0	378.0	504.0	697.0	923.5	1305.0	1911.5	2976.0	4494.0	6551.0	9435.0	13800.5	20202.0	28110.5	36851.5	45670.5	58834.5	74451.5	88447.5	104552.0	127208.0	148700.5	167404.5	193794.0	221258.5	237333.5	250291.5	262128.5	269592.0	281005.5	297541.5	319646.5	344583.5	363367.0	382055.5	402974.0	417152.0	426266.0	436201.0	446979.0	452863.5	453465.0	449714.5	435653.5	410896.0	384097.0	356500.5	316723.5	268095.5	224927.0	182031.0	143281.0	113233.0	89330.5	71138.5	55753.0	42717.5	32886.5	26729.5	22787.0	19664.0	16891.5	14434.0	12180.5	10289.0	8539.5	7018.0	5950.5	5022.5	4007.5	2983.0	2158.0	1438.0	808.5	421.5	175.5	64.5	24.5	8.0	3.0	5.5	6.5	7.5	10.5	16.5	25.0	38.5	72.5
HFD16_2	171.0	173.5	181.5	186.0	223.5	290.0	293.0	279.0	331.5	392.5	397.5	423.0	497.0	558.0	652.0	803.5	1009.5	1272.5	1737.5	2420.5	3536.0	5149.5	7346.0	10689.5	15319.0	21539.5	29730.5	39408.0	48395.5	61304.0	77293.0	91219.5	107265.5	131289.0	153582.0	171428.0	197607.5	224730.5	239645.0	252274.5	265027.0	272334.0	282415.0	298446.0	320759.0	345100.0	362750.0	381342.0	400844.0	414447.0	424036.0	434207.0	444146.5	448029.5	448762.5	444992.0	430302.5	405140.0	378752.0	351633.0	311126.0	263846.0	222397.5	180134.0	142140.0	112471.0	88782.0	70959.5	55980.0	42833.0	32747.5	26580.5	22864.5	19797.5	16981.0	14490.0	12350.5	10483.5	8779.0	7223.0	6109.0	5129.5	4169.0	3193.5	2182.0	1453.5	873.5	440.0	185.5	92.0	56.0	27.5	22.5	33.0	39.0	42.5	48.5	60.0	81.0	160.5	363.5
HFD24_1	118.0	122.5	115.5	106.5	126.0	153.5	183.5	199.5	205.0	222.5	255.5	275.0	318.5	359.0	376.0	451.0	629.0	887.0	1157.0	1573.0	2527.0	4036.0	6156.0	9217.0	13468.0	19327.5	27089.0	36098.5	45467.0	58800.5	75126.0	88928.0	104604.0	127137.5	147501.5	166948.5	192798.0	216211.5	231040.5	245752.5	260750.5	270506.0	280022.0	295108.0	317719.5	344854.0	366727.0	385772.5	406602.5	421120.0	430167.5	441095.0	451212.0	456470.5	455388.0	446787.5	428794.0	403909.0	377737.0	348635.5	308440.0	261436.0	220102.0	177641.5	138641.5	108895.5	85510.0	68251.5	53802.5	41004.0	31161.0	25297.0	22026.0	19471.0	16653.5	14277.5	12525.5	10618.5	8777.0	7326.0	6414.0	5654.0	4658.5	3619.5	2618.5	1782.5	1129.0	647.0	315.5	152.5	58.0	20.0	12.0	9.0	3.0	5.5	6.0	4.0	12.0	30.0	62.0
HFD24_2	125.0	103.0	88.0	98.0	126.0	152.0	146.0	165.5	217.0	247.0	281.5	371.0	441.0	474.0	573.5	690.0	926.5	1253.5	1577.5	2135.5	3302.0	4956.5	7314.0	10872.5	15461.0	21877.0	30031.0	39355.0	48720.0	61716.5	78227.0	92219.5	107504.5	130812.5	153011.0	171374.5	195732.0	220055.5	234459.5	248084.5	263080.5	271363.0	280066.0	295797.0	318053.5	344523.0	364964.0	381856.0	402268.0	416968.5	426250.0	436522.0	446225.0	450909.5	448452.0	440236.0	422761.5	397847.5	372740.0	344686.0	305780.0	260541.0	219549.0	177887.5	139757.5	109897.5	86038.0	68551.5	54127.0	41537.5	32077.5	26165.5	22538.0	19749.0	16991.0	14682.5	12575.5	10667.5	8965.5	7492.5	6502.0	5586.5	4660.0	3745.5	2727.0	1844.5	1191.5	712.0	340.5	152.0	77.5	39.5	26.5	19.0	15.0	20.5	24.5	36.0	52.0	85.0	172.0
HFD25_1	89.0	117.0	124.5	114.0	140.0	169.0	191.0	188.5	208.5	241.0	247.5	280.5	337.5	358.5	367.5	437.0	605.5	862.5	1169.0	1563.0	2532.0	3980.0	5952.5	9152.5	13513.0	18937.0	26175.0	35297.5	45042.5	59192.0	76696.5	91210.0	107954.0	131819.0	152803.5	173839.5	199911.5	222795.5	236697.0	250605.5	265899.5	273306.5	280561.5	294746.5	316051.0	341253.5	361482.0	380755.5	402320.5	414615.5	422528.5	435349.5	447314.5	452828.0	453000.5	447538.0	430110.5	404413.5	380260.0	352562.5	310186.0	262086.5	220603.5	178566.0	140592.5	111061.0	86727.0	68070.0	53199.5	40679.0	31266.0	25366.0	21658.0	18782.0	16156.0	13974.5	12098.5	10348.0	8664.5	7109.0	6007.5	5107.0	4195.0	3346.0	2458.5	1678.5	1034.5	564.0	246.5	107.0	49.5	17.0	9.5	8.0	5.5	3.0	3.5	6.0	9.5	31.5	95.5
HFD25_2	91.0	89.5	91.5	105.5	116.5	121.5	147.0	162.0	172.5	224.0	270.5	328.0	398.5	449.0	531.5	629.5	836.0	1112.5	1450.0	2015.0	3150.0	4802.5	7032.0	10615.5	15343.0	21243.5	28983.5	38477.0	48118.0	62240.0	79806.5	94695.0	111501.5	136160.5	158394.0	178719.0	203856.0	226205.0	239966.5	253310.5	268241.0	274917.0	280332.0	294003.0	316043.5	341465.0	360465.5	378136.5	398898.0	411782.5	420231.5	430746.5	440779.0	447405.0	447443.5	439928.0	423325.0	398715.5	375023.0	347855.5	307077.5	261758.5	219864.5	177569.0	140666.0	111182.5	87155.5	68699.5	53382.0	40977.5	31915.5	26057.0	22279.0	19162.5	16309.5	14186.5	12266.5	10450.5	8723.5	7184.0	6115.5	5296.5	4406.0	3429.0	2516.0	1708.5	1044.0	576.5	263.0	121.0	64.5	33.5	22.5	22.5	21.0	19.5	23.5	36.5	60.5	130.0	339.5
HFD35_1	179.0	159.0	114.0	102.5	136.0	166.0	177.0	174.0	167.5	179.5	211.0	249.0	294.0	327.0	362.0	464.5	608.5	833.5	1183.5	1664.5	2629.0	4132.0	6144.0	9322.5	13805.0	19878.0	27856.0	37287.0	46548.0	59589.0	75700.0	90444.0	106227.5	128531.0	150020.0	167919.5	193703.5	220119.0	236256.5	250725.5	263701.0	272829.0	284477.0	300942.0	322598.0	347270.0	365886.0	383347.0	403738.0	417161.0	426201.5	435929.0	446696.5	452784.5	452180.5	444886.0	429384.0	405601.5	378587.0	349898.0	311560.5	268065.5	227097.0	183045.0	142995.0	111949.5	87732.5	71394.5	57172.0	42437.0	31415.5	25464.0	21947.0	19042.0	15947.0	13609.5	11801.5	9773.0	8106.0	6856.5	5863.5	5027.0	4100.5	3164.5	2255.5	1505.0	903.5	470.5	193.5	87.0	50.5	24.0	11.0	7.0	4.5	4.0	8.0	9.0	13.5	30.0	58.0
